cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
280,10260.0,4104.0,2052.0,2052.0,2052.0,8,108.8,54.4,54.4,54.4,338.661127972,4.95733503332,291.616016322,61.7502481313,0.883408413895,117.271101922,96.7312811627
290,10260.0,1026.0,8208.0,513.0,513.0,8,70.5,70.5,70.5,70.5,325.503383239,4.8642972844,279.41092844,63.8740685335,0.913792110636,127.048153728,94.2117302371
290,10260.0,1026.0,8208.0,513.0,513.0,8,28.2,225.6,14.1,14.1,459.283989607,5.15594665476,412.208855672,77.7889459786,1.11286045749,193.121215826,95.5852789773
290,10260.0,2565.0,2565.0,2565.0,2565.0,8,70.5,70.5,70.5,70.5,340.096350254,4.84988327783,293.215293448,64.9053462005,0.928545725329,127.963963361,96.7394996228
290,10260.0,2565.0,2565.0,2565.0,2565.0,8,70.5,70.5,70.5,70.5,326.800499974,4.69125653671,280.69274692,64.4838683603,0.922515999432,123.445617995,96.7762731219
290,10260.0,4104.0,4104.0,1026.0,1026.0,8,70.5,70.5,70.5,70.5,366.75739452,4.9586453727,320.205801412,70.4998002927,1.00858083394,130.136732982,96.7179302116
290,10260.0,4104.0,4104.0,1026.0,1026.0,8,112.8,112.8,28.2,28.2,363.667752138,5.03255583371,316.227032961,69.9708040914,1.00101293407,121.592448337,96.7592699424
290,10260.0,3078.0,3078.0,2052.0,2052.0,8,70.5,70.5,70.5,70.5,333.424796461,4.6984127205,287.819983215,68.0457577669,0.973472929426,136.333090523,96.756757574
290,10260.0,3078.0,3078.0,2052.0,2052.0,8,84.6,84.6,56.4,56.4,308.715758343,4.63006323074,263.943550238,61.3717469309,0.877993518325,111.132443002,96.8853882775
290,10260.0,6156.0,2052.0,1026.0,1026.0,8,70.5,70.5,70.5,70.5,336.083599849,4.83207178584,289.708197256,62.7153649841,0.897215521947,126.220333274,96.239806376
290,10260.0,6156.0,2052.0,1026.0,1026.0,8,169.2,56.4,28.2,28.2,370.430523902,4.9768486665,323.411566822,75.7724248812,1.08401180088,122.341712346,96.7781714641
290,10260.0,2052.0,2052.0,3078.0,3078.0,8,70.5,70.5,70.5,70.5,346.595732832,4.91231955894,299.791201005,68.5606076394,0.980838449777,128.39374039,96.7930060483
290,10260.0,2052.0,2052.0,3078.0,3078.0,8,56.4,56.4,84.6,84.6,317.491425106,4.78877378282,270.907232752,57.8847467309,0.828107964677,122.685378346,96.7134979616
290,10260.0,3078.0,4104.0,1026.0,2052.0,8,70.5,70.5,70.5,70.5,333.95552267,4.78759016294,287.731773564,61.5942997453,0.881177392636,127.336937319,96.5972672831
290,10260.0,3078.0,4104.0,1026.0,2052.0,8,84.6,112.8,28.2,56.4,360.165572924,5.01187749179,312.162923053,67.7356363033,0.96903628474,122.647065125,96.8036660435
290,10260.0,7182.0,1026.0,1026.0,1026.0,8,70.5,70.5,70.5,70.5,323.708907258,4.76176146786,278.595219251,64.5610144532,0.923619663136,128.764617884,95.5001651851
290,10260.0,7182.0,1026.0,1026.0,1026.0,8,197.4,28.2,28.2,28.2,401.650151163,4.93378226637,354.428952213,73.60718084,1.05303549127,143.163578102,95.8288907075
290,10260.0,5130.0,2052.0,1026.0,2052.0,8,70.5,70.5,70.5,70.5,351.746095544,5.10452506407,303.875760415,61.8595642951,0.884972307512,129.300599423,96.7672029551
290,10260.0,5130.0,2052.0,1026.0,2052.0,8,141.0,56.4,28.2,56.4,357.718950404,4.92511517364,310.78569022,66.2265259216,0.94744672277,130.092318014,96.5212757072
290,10260.0,2052.0,1026.0,2052.0,5130.0,8,70.5,70.5,70.5,70.5,339.249827974,4.84405850166,292.857006119,61.1020469586,0.874135149623,138.567398831,96.6772719522
290,10260.0,2052.0,1026.0,2052.0,5130.0,8,56.4,28.2,56.4,141.0,306.241385963,4.77648198663,260.49534169,52.6143519514,0.752708897731,123.971280113,96.5862221932
290,10260.0,2052.0,2052.0,5130.0,1026.0,8,70.5,70.5,70.5,70.5,319.783269824,4.85185013737,273.241134657,61.8347008804,0.884616607731,119.624139013,96.2423672314
290,10260.0,2052.0,2052.0,5130.0,1026.0,8,56.4,56.4,141.0,28.2,317.799668941,4.80628000538,270.90911136,53.7363033519,0.768759704605,129.697184914,96.1302078487
290,10260.0,4104.0,2052.0,2052.0,2052.0,8,70.5,70.5,70.5,70.5,335.519455172,4.83637861839,288.896370188,63.0992800336,0.902707868864,125.138728493,96.6949401046
290,10260.0,4104.0,2052.0,2052.0,2052.0,8,112.8,56.4,56.4,56.4,338.651036695,5.02001743078,291.001357142,64.8025867863,0.927075633567,117.306085491,96.6303407307
300,10260.0,1026.0,8208.0,513.0,513.0,8,73.0,73.0,73.0,73.0,354.717546029,4.90402423952,307.625395668,67.2601705813,0.962234200018,132.559716875,94.9405168485
300,10260.0,1026.0,8208.0,513.0,513.0,8,29.2,233.6,14.6,14.6,482.347608537,5.10177185829,435.491274286,76.7873333078,1.09853123473,209.055993176,95.7609459491
300,10260.0,2565.0,2565.0,2565.0,2565.0,8,73.0,73.0,73.0,73.0,343.814751844,4.84742630578,297.511729392,68.7078379079,0.982944748324,124.276056242,96.8817131777
300,10260.0,2565.0,2565.0,2565.0,2565.0,8,73.0,73.0,73.0,73.0,320.528324138,4.89777555131,273.438928509,62.4002551084,0.89270751228,131.723281471,97.0481649897
300,10260.0,4104.0,4104.0,1026.0,1026.0,8,73.0,73.0,73.0,73.0,350.500799146,5.03484485662,303.462834016,61.8969756756,0.885507520395,128.12484013,96.9402463299
300,10260.0,4104.0,4104.0,1026.0,1026.0,8,116.8,116.8,29.2,29.2,393.870082233,5.001067843,346.401817138,70.0799361835,1.00257419433,142.095527905,96.7718779488
300,10260.0,3078.0,3078.0,2052.0,2052.0,8,73.0,73.0,73.0,73.0,356.604636574,5.03840492082,309.342455468,65.0587751212,0.930740702735,129.648158231,96.8474219861
300,10260.0,3078.0,3078.0,2052.0,2052.0,8,87.6,87.6,58.4,58.4,321.375642241,4.69609145371,275.611551897,60.6771025106,0.868055829908,111.606024287,96.7634605409
300,10260.0,6156.0,2052.0,1026.0,1026.0,8,73.0,73.0,73.0,73.0,338.707540512,4.97806421086,291.783537382,62.5741625533,0.89519545856,125.234864983,96.5465929686
300,10260.0,6156.0,2052.0,1026.0,1026.0,8,175.2,58.4,29.2,29.2,389.706399177,5.03774963752,341.472928162,71.2380656197,1.01914256967,142.662256532,96.6501941233
300,10260.0,2052.0,2052.0,3078.0,3078.0,8,73.0,73.0,73.0,73.0,352.944850241,4.97248756352,305.715381463,62.0236730528,0.887320072286,132.996218994,96.8373056411
300,10260.0,2052.0,2052.0,3078.0,3078.0,8,58.4,58.4,87.6,87.6,317.680909338,4.56316854857,272.950924487,61.3793634765,0.878102481781,131.798427351,96.6994954922
300,10260.0,3078.0,4104.0,1026.0,2052.0,8,73.0,73.0,73.0,73.0,359.038050185,4.73959632575,312.77987026,60.7097334511,0.868522653092,145.587959474,96.9367854797
300,10260.0,3078.0,4104.0,1026.0,2052.0,8,87.6,116.8,29.2,58.4,360.901698416,5.05018482094,313.60109882,68.3563403429,0.977916170857,114.753233781,96.6727558819
300,10260.0,7182.0,1026.0,1026.0,1026.0,8,73.0,73.0,73.0,73.0,344.587052481,4.71533915686,299.11615549,65.3592010555,0.93503864171,140.95132741,95.1438654879
300,10260.0,7182.0,1026.0,1026.0,1026.0,8,204.4,29.2,29.2,29.2,394.453685519,4.93992917652,347.876558638,72.803914138,1.04154383602,157.769080987,95.9187963201
300,10260.0,5130.0,2052.0,1026.0,2052.0,8,73.0,73.0,73.0,73.0,346.745906579,4.80426482554,300.08977822,59.6377266002,0.853186360518,139.595247902,96.7736067126
300,10260.0,5130.0,2052.0,1026.0,2052.0,8,146.0,58.4,29.2,58.4,376.115498974,5.09425796632,328.20973372,71.4923857612,1.02278091218,128.200348098,96.4271472438
300,10260.0,2052.0,1026.0,2052.0,5130.0,8,73.0,73.0,73.0,73.0,357.749652605,4.63243158477,312.67175797,61.3076130445,0.877076009221,145.849199027,96.9515382242
300,10260.0,2052.0,1026.0,2052.0,5130.0,8,58.4,29.2,58.4,146.0,326.691689679,4.69182599956,281.223753176,57.1753344051,0.817959004365,144.254370642,96.6034721051
