cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
150,2850.0,285.0,1140.0,285.0,1140.0,8,35.5,35.5,35.5,35.5,46.9306656402,0.607437274264,39.8094318421,9.24668652222,0.132284499603,46.2441139048,31.2409482064
150,2850.0,285.0,1140.0,285.0,1140.0,8,14.2,56.8,14.2,56.8,34.2299218778,0.551858899105,27.6455078927,7.70532365405,0.11023352867,32.8474949816,24.5238353212
150,2850.0,855.0,855.0,570.0,570.0,8,35.5,35.5,35.5,35.5,46.7257390606,0.677752505034,39.2520537646,9.87414796459,0.141261058149,40.9739382063,35.7494988339
150,2850.0,855.0,855.0,570.0,570.0,8,42.6,42.6,28.4,28.4,44.4605143068,0.609889200837,37.8941286316,9.55193504146,0.136651431208,39.8063258421,34.4790453928
150,2850.0,285.0,285.0,570.0,1710.0,8,35.5,35.5,35.5,35.5,39.79595502,0.604451398491,32.983332693,8.32352500355,0.119077610924,41.0804467046,25.5342677454
150,2850.0,285.0,285.0,570.0,1710.0,8,14.2,14.2,28.4,85.2,41.3766664024,0.618615577544,33.7049395292,8.74986064344,0.12517683324,47.3827479569,31.2672398387
160,2850.0,712.5,712.5,712.5,712.5,8,38.0,38.0,38.0,38.0,44.1730514884,0.646750918773,37.3521509167,9.61865057417,0.137605873736,35.5022415244,33.3572493346
160,2850.0,712.5,712.5,712.5,712.5,8,38.0,38.0,38.0,38.0,43.9670747441,0.628846284435,37.7963668594,9.50444933217,0.13597209345,35.183967831,31.5623651385
160,2850.0,285.0,1140.0,285.0,1140.0,8,38.0,38.0,38.0,38.0,52.0418689434,0.626294441581,44.5303899544,8.87853621813,0.127017685524,46.2914463466,31.1835546365
160,2850.0,285.0,1140.0,285.0,1140.0,8,15.2,60.8,15.2,60.8,41.1877599404,0.628969890097,33.6550096896,8.27283695446,0.118352460007,37.5651192215,28.1349047197
160,2850.0,855.0,855.0,570.0,570.0,8,38.0,38.0,38.0,38.0,49.4546440844,0.676888242476,42.2940197519,9.64426029263,0.137972250252,39.4101484104,34.4047402069
160,2850.0,855.0,855.0,570.0,570.0,8,45.6,45.6,30.4,30.4,47.8452010251,0.665947344994,40.6665217211,10.0749198171,0.144133330717,41.2274462258,36.6467970604
160,2850.0,285.0,285.0,570.0,1710.0,8,38.0,38.0,38.0,38.0,44.8778089004,0.604311487124,38.4023586721,7.57003679107,0.108298094293,43.6194167254,25.3890423502
160,2850.0,285.0,285.0,570.0,1710.0,8,15.2,15.2,30.4,91.2,42.0983720195,0.608808928688,34.2028147129,8.77220377179,0.125496477422,51.6364553902,31.9578914328
170,2850.0,712.5,712.5,712.5,712.5,8,40.5,40.5,40.5,40.5,43.1540583445,0.575306637807,36.9962544437,9.75905440763,0.139614512269,39.8662328575,34.9307120777
170,2850.0,712.5,712.5,712.5,712.5,8,40.5,40.5,40.5,40.5,45.8473915748,0.630259941617,38.9322296293,10.0200745419,0.143348705893,41.7787942963,35.7624032859
