cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),losttime(s),green_time(1),green_time(2),green_time(3),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
210,3800.0,760.0,1520.0,1520.0,8,40.4,80.8,80.8,45.2960750157,0.863656469773,35.0641183955,17.9707791813,0.257092692151,44.6375871316,46.9203119053
210,3800.0,1520.0,1520.0,760.0,8,66.66,66.66,66.66,40.8051136714,0.760239144417,31.5913625518,17.4392729606,0.249488883557,41.7291278455,42.7796560546
210,3800.0,1520.0,1520.0,760.0,8,80.8,80.8,40.4,53.4719188349,0.954926082756,42.1083744626,19.8404511909,0.283840503446,63.853717607,51.7038130645
210,3800.0,1140.0,2280.0,380.0,8,66.66,66.66,66.66,31.6373752683,0.438463898224,26.85233769,14.490006969,0.207296237038,39.9081000044,35.1252217977
210,3800.0,1140.0,2280.0,380.0,8,60.6,121.2,20.2,23.7012066602,0.378139682507,19.7695988737,12.6719453149,0.181286771314,33.5760875672,28.9068561892
220,3800.0,380.0,1140.0,2280.0,8,69.96,69.96,69.96,94.2880615697,1.57893180647,74.4400797821,25.888063927,0.370358568341,99.8309391353,73.5733819771
220,3800.0,380.0,1140.0,2280.0,8,21.2,63.6,127.2,57.014596169,1.19347953151,39.2984900648,20.6465354569,0.295372467195,50.9746921648,54.962555446
220,3800.0,2280.0,1140.0,380.0,8,69.96,69.96,69.96,56.8148755556,0.944934235011,44.6266596353,21.367429449,0.305685685965,69.2725969229,52.8037796004
220,3800.0,2280.0,1140.0,380.0,8,127.2,63.6,21.2,25.1795545374,0.390236401694,20.9773513817,13.0950738496,0.187340112297,37.5061271744,28.9879806698
220,3800.0,1900.0,1520.0,380.0,8,69.96,69.96,69.96,43.958859774,0.706661603789,35.3250842785,19.8232431377,0.283594322428,48.7090583494,45.6872857475
220,3800.0,1900.0,1520.0,380.0,8,106.0,84.8,21.2,27.9440446332,0.438656892802,23.0956244729,13.8250005364,0.197782554169,38.1668474194,33.7177239009
220,3800.0,1330.0,1330.0,1140.0,8,69.96,69.96,69.96,57.6189843758,0.975982753385,46.3930557442,20.3753978848,0.291493531971,62.9806238238,55.9241191328
220,3800.0,1330.0,1330.0,1140.0,8,74.2,74.2,63.6,63.5613589577,1.15856097081,50.329065696,21.0703520559,0.30143565173,66.2498966313,57.6501500073
220,3800.0,3040.0,380.0,380.0,8,69.96,69.96,69.96,67.6594920025,0.954947329856,53.2278880498,24.5188687173,0.350770654039,69.8283413799,57.3307342361
220,3800.0,3040.0,380.0,380.0,8,169.6,21.2,21.2,18.5366509497,0.247909399608,15.2461239331,8.79494867717,0.125821869487,34.8499499051,15.7459282063
220,3800.0,760.0,1520.0,1520.0,8,69.96,69.96,69.96,64.9646376969,1.17622207429,50.9448508947,21.9653030222,0.314238955968,68.7871357063,58.129708141
220,3800.0,760.0,1520.0,1520.0,8,42.4,84.8,84.8,68.0077476407,1.24688691814,53.7711422236,23.3114265059,0.333496802659,69.8090985581,62.9247801653
220,3800.0,1520.0,1520.0,760.0,8,69.96,69.96,69.96,72.8238981808,1.13911318293,59.4594034695,22.2655661892,0.318534566369,82.608699363,59.8363295253
220,3800.0,1520.0,1520.0,760.0,8,84.8,84.8,42.4,36.4834382355,0.610436384131,29.579115669,16.350110042,0.233907153677,43.1490066824,41.1064664196
220,3800.0,1140.0,2280.0,380.0,8,69.96,69.96,69.96,30.7993661412,0.395433135523,26.6547092009,14.8206825952,0.212026932692,41.1275812955,36.0621036372
220,3800.0,1140.0,2280.0,380.0,8,63.6,127.2,21.2,22.7798133525,0.348261888041,19.2243376017,12.7433411535,0.182308171009,33.1894379134,28.4774276782
40,3040.0,304.0,912.0,1824.0,8,10.56,10.56,10.56,96.1636023534,2.97182328006,66.4999558713,24.8450707809,0.355437350228,103.269468984,54.0428391097
40,3040.0,304.0,912.0,1824.0,8,3.2,9.6,19.2,15.5306989634,0.644304938195,8.0250442278,8.32344464734,0.119076461335,9.31869790079,10.1011717594
40,3040.0,1824.0,912.0,304.0,8,10.56,10.56,10.56,11.856060614,0.521928321551,6.33697060116,7.4081033972,0.105981450604,5.94066449144,5.84793477501
40,3040.0,1824.0,912.0,304.0,8,19.2,9.6,3.2,10.1804958337,0.434731113969,5.56914961502,6.45204448029,0.0923039267567,6.87449622417,4.01777177021
40,3040.0,1520.0,1216.0,304.0,8,10.56,10.56,10.56,11.8307689838,0.524876967221,6.29534921318,7.38020634458,0.105582351139,5.24643517355,5.33961126347
40,3040.0,1520.0,1216.0,304.0,8,16.0,12.8,3.2,10.2659677978,0.464761461212,5.26175283618,6.83704207323,0.0978117607043,5.67264050791,4.28522925018
40,3040.0,1064.0,1064.0,912.0,8,10.56,10.56,10.56,13.0615055965,0.576655312312,7.04797952309,7.52868689044,0.107706536344,4.6100610063,6.48832219673
40,3040.0,1064.0,1064.0,912.0,8,11.2,11.2,9.6,12.6374996245,0.526552172492,6.81931259419,7.44879036861,0.106563524587,7.72153588796,7.11415549864
40,3040.0,2432.0,304.0,304.0,8,10.56,10.56,10.56,18.6304479712,0.806847354815,10.0375793377,9.87851750422,0.141323569445,12.7775400685,12.2907443847
40,3040.0,2432.0,304.0,304.0,8,25.6,3.2,3.2,7.89992793068,0.306615817538,4.36716986589,5.66616556828,0.0810610238667,9.3805184642,2.8472576602
40,3040.0,608.0,1216.0,1216.0,8,10.56,10.56,10.56,20.9802009688,0.840410454361,12.1990339262,9.6438984391,0.137967073521,16.4665510844,13.9200831491
40,3040.0,608.0,1216.0,1216.0,8,6.4,12.8,12.8,15.0337301259,0.651608131464,8.28957856391,8.16350448523,0.116788333122,7.56337610724,9.07536941362
40,3040.0,1216.0,1216.0,608.0,8,10.56,10.56,10.56,12.0430061301,0.548044212192,6.32571780534,7.3375049684,0.104971458775,4.17976891196,5.42180018648
40,3040.0,1216.0,1216.0,608.0,8,12.8,12.8,6.4,11.8290348781,0.52404773547,6.36532011914,7.19520200127,0.102935650948,6.24299514731,5.59925448108
40,3040.0,912.0,1824.0,304.0,8,10.56,10.56,10.56,12.9380034547,0.57252205923,7.01770180462,7.74352985588,0.110780112387,5.27073624119,5.99580106434
40,3040.0,912.0,1824.0,304.0,8,9.6,19.2,3.2,9.9582243446,0.446983057517,5.2960101433,6.65408837158,0.0951943973045,5.95328527966,4.21952561276
50,3040.0,304.0,912.0,1824.0,8,13.86,13.86,13.86,96.2542417107,2.69446578167,67.923830192,24.9982564725,0.357628847961,100.54824597,55.0921670987
50,3040.0,304.0,912.0,1824.0,8,4.2,12.6,25.2,16.0367732255,0.614371297352,8.87318496532,8.12320489836,0.116211801121,10.0592824011,10.4523447495
50,3040.0,1824.0,912.0,304.0,8,13.86,13.86,13.86,12.9014650777,0.522111991214,7.50088340327,7.63629202645,0.109245951737,7.39754996445,7.07757997199
50,3040.0,1824.0,912.0,304.0,8,25.2,12.6,4.2,10.4660570125,0.398379755114,6.26635442255,6.67884144531,0.095548518531,8.91223516121,5.0172659967
50,3040.0,1520.0,1216.0,304.0,8,13.86,13.86,13.86,12.4307280725,0.5075173257,7.13551010534,7.5348837381,0.107795189386,6.38678817701,6.37307856086
50,3040.0,1520.0,1216.0,304.0,8,21.0,16.8,4.2,11.1876869827,0.442220472976,6.50991265107,7.13801775133,0.102117564397,8.15487331285,5.581268578
50,3040.0,1064.0,1064.0,912.0,8,13.86,13.86,13.86,13.4259287157,0.536148695359,7.67721314865,7.56141053615,0.108174685782,6.75889524013,7.33825928928
50,3040.0,1064.0,1064.0,912.0,8,14.7,14.7,12.6,13.9263445981,0.533687606978,8.31217859303,7.59423628882,0.108644295977,8.21208172435,7.74019590095
50,3040.0,2432.0,304.0,304.0,8,13.86,13.86,13.86,15.9806904934,0.63350214446,9.14057350159,9.36680638756,0.134002952612,10.9000243096,11.0857270922
50,3040.0,2432.0,304.0,304.0,8,33.6,4.2,4.2,8.80570521768,0.315099265591,5.41705245421,5.70411923008,0.0816039947079,10.0824954448,3.42218007762
50,3040.0,608.0,1216.0,1216.0,8,13.86,13.86,13.86,21.443042645,0.753435227212,13.1487787664,9.68687974527,0.138581970605,18.0006487034,15.0506563644
50,3040.0,608.0,1216.0,1216.0,8,8.4,16.8,16.8,14.0294730189,0.538222213042,8.26460890585,7.77727430608,0.111262865609,7.99974975525,8.30122903796
50,3040.0,1216.0,1216.0,608.0,8,13.86,13.86,13.86,12.4922974793,0.503728359704,7.14726280099,7.48438723057,0.107072778692,6.30629972536,6.60045406879
50,3040.0,1216.0,1216.0,608.0,8,16.8,16.8,8.4,12.9373975894,0.511871556154,7.65805895366,7.5344132764,0.10778845889,7.33132234773,6.97873667443
50,3040.0,912.0,1824.0,304.0,8,13.86,13.86,13.86,12.4538900883,0.512691080473,7.15997370868,7.56598420266,0.108240117349,7.21263192991,6.26157214083
50,3040.0,912.0,1824.0,304.0,8,12.6,25.2,4.2,11.2813576669,0.45328729479,6.84361205357,6.82675424026,0.0976645814057,8.12625944919,5.34671382483
60,3040.0,304.0,912.0,1824.0,8,17.16,17.16,17.16,100.206390028,2.71522691798,70.7065635043,27.5645108951,0.394342072892,101.759140804,59.6307420103
60,3040.0,304.0,912.0,1824.0,8,5.2,15.6,31.2,16.2967952645,0.53051907371,9.74470368821,7.9563743567,0.113825098093,10.6863868266,10.9375146803
60,3040.0,1824.0,912.0,304.0,8,17.16,17.16,17.16,12.537747675,0.441207496931,7.6593383087,8.00783666691,0.114561325707,9.93182814574,8.31196708762
60,3040.0,1824.0,912.0,304.0,8,31.2,15.6,5.2,12.185667893,0.423334830755,7.65103072846,7.03234116832,0.100605739175,10.0939697567,6.16559782532
60,3040.0,1520.0,1216.0,304.0,8,17.16,17.16,17.16,11.9161201691,0.427062265545,7.13196200779,8.00343041226,0.11449828916,9.46400704566,7.9701292004
60,3040.0,1520.0,1216.0,304.0,8,26.0,20.8,5.2,12.0244397776,0.430131428882,7.5997251321,7.24670190923,0.103672416441,9.96531193704,6.36654471257
60,3040.0,1064.0,1064.0,912.0,8,17.16,17.16,17.16,13.0130606922,0.454849867461,7.98641985705,7.8612203457,0.112463810382,10.3640846718,8.85945766869
60,3040.0,1064.0,1064.0,912.0,8,18.2,18.2,15.6,14.7900682161,0.488758041455,9.21562469723,8.05980308912,0.115304765223,11.3395775342,9.79721052059
60,3040.0,2432.0,304.0,304.0,8,17.16,17.16,17.16,15.1968612892,0.524134842998,9.24185073288,9.35918814778,0.133893964918,11.5985738316,10.9970771005
60,3040.0,2432.0,304.0,304.0,8,41.6,5.2,5.2,9.73145259681,0.298344240855,6.44814740354,5.68672497771,0.0813551498957,11.8568448466,3.85032919305
60,3040.0,608.0,1216.0,1216.0,8,17.16,17.16,17.16,18.5374148858,0.59840769335,11.5624443579,9.11911641317,0.130459462277,17.2661217789,14.2729845848
60,3040.0,608.0,1216.0,1216.0,8,10.4,20.8,20.8,15.9960051276,0.548936344357,10.1566501206,8.27836368034,0.118431526185,10.6954490174,11.0770298407
60,3040.0,1216.0,1216.0,608.0,8,17.16,17.16,17.16,12.2821543223,0.429819758893,7.39358877615,7.76840543633,0.111135986214,10.127052196,8.19942072093
