cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
120,1710.0,171.0,684.0,171.0,684.0,4,11.6,46.4,11.6,46.4,49.1753779775,0.886267476892,41.0629274964,6.65433783501,0.0951979661661,67.1864078269,20.8453908821
120,1710.0,513.0,513.0,342.0,342.0,4,29.0,29.0,29.0,29.0,28.5001550082,0.607826601008,22.7929424334,5.45215716112,0.0779993871404,23.9315033855,13.95837062
120,1710.0,513.0,513.0,342.0,342.0,4,34.8,34.8,23.2,23.2,28.8870134463,0.64183564973,22.9290643596,6.15201867494,0.0880117120879,24.0303606097,15.2273160899
120,1710.0,171.0,171.0,342.0,1026.0,4,29.0,29.0,29.0,29.0,36.566225471,0.769619999883,29.1812875475,6.36692202096,0.091086151945,32.6841232533,17.2033784579
120,1710.0,171.0,171.0,342.0,1026.0,4,11.6,11.6,23.2,69.6,38.0623586501,0.760354367854,30.8369971319,7.7653043369,0.111091621415,37.9831048072,19.294806805
130,1710.0,427.5,427.5,427.5,427.5,4,31.5,31.5,31.5,31.5,24.9724105165,0.548380866445,19.8088484686,5.63672018515,0.0806397737504,24.9602115715,15.021198303
130,1710.0,427.5,427.5,427.5,427.5,4,31.5,31.5,31.5,31.5,25.0772794476,0.546391406878,19.8837399973,5.84070280351,0.0835579800216,24.1453776536,14.830420398
130,1710.0,171.0,684.0,171.0,684.0,4,31.5,31.5,31.5,31.5,29.7642301965,0.606342671017,24.1009136385,6.57728657942,0.0940956592192,27.1058059694,16.0573194466
130,1710.0,171.0,684.0,171.0,684.0,4,12.6,50.4,12.6,50.4,35.9091170991,0.637797554164,29.7129280764,6.86846375674,0.0982612840735,47.9986397645,21.7120399712
130,1710.0,513.0,513.0,342.0,342.0,4,31.5,31.5,31.5,31.5,26.284031988,0.570545968491,20.8613652755,6.09862167636,0.0872478065287,24.4631349185,15.2175882037
130,1710.0,513.0,513.0,342.0,342.0,4,37.8,37.8,25.2,25.2,25.2293907922,0.547256637698,19.8986562111,5.83584523054,0.0834884868461,24.2439028418,14.6288778336
130,1710.0,171.0,171.0,342.0,1026.0,4,31.5,31.5,31.5,31.5,35.9330633501,0.684141910278,29.1428782066,6.94870480207,0.0994092246363,34.2989967491,18.1140917648
130,1710.0,171.0,171.0,342.0,1026.0,4,12.6,12.6,25.2,75.6,44.0016798441,0.776235124406,36.6934498447,7.48782878222,0.107122014052,40.9363857755,20.0671508983
140,1710.0,427.5,427.5,427.5,427.5,4,34.0,34.0,34.0,34.0,25.6684863526,0.499960930882,20.91905992,5.64217539201,0.080717816767,27.3053877234,15.0414713558
140,1710.0,427.5,427.5,427.5,427.5,4,34.0,34.0,34.0,34.0,26.3846476061,0.51631955082,21.4925393817,5.84516840413,0.0836218655812,27.3174854107,15.6333348347
140,1710.0,171.0,684.0,171.0,684.0,4,34.0,34.0,34.0,34.0,31.2845081847,0.601727990147,25.5075279916,6.73134623891,0.0962996600703,30.1079889818,16.6930898681
140,1710.0,171.0,684.0,171.0,684.0,4,13.6,54.4,13.6,54.4,47.5114963671,0.755047287656,40.5492969068,7.40716779005,0.105968065666,59.4987302734,22.8737711298
140,1710.0,513.0,513.0,342.0,342.0,4,34.0,34.0,34.0,34.0,26.0848609905,0.534890680096,20.9704282062,6.12068470944,0.0875634436257,27.2015975809,15.7965372012
