cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
40,2280.0,570.0,570.0,570.0,570.0,9,10.23,10.23,10.23,14.328519239,0.628134175348,8.10645630128,5.25984476695,0.0752481368663,6.49952831203,5.64153004095
40,2280.0,570.0,570.0,570.0,570.0,9,13.95,15.5,1.55,39.1077843369,1.09467302725,30.4431682119,7.03730657617,0.100676775053,64.8594923874,26.117084832
40,2280.0,228.0,912.0,228.0,912.0,9,10.23,10.23,10.23,13.7566668659,0.588395156351,7.77668485451,5.2332190892,0.0748672258827,7.24866457923,6.36339168486
40,2280.0,228.0,912.0,228.0,912.0,9,22.32,6.2,2.48,122.211835918,2.77031751865,96.9217436987,15.0291687162,0.215009566756,139.370352732,51.6919075345
40,2280.0,456.0,684.0,456.0,684.0,9,10.23,10.23,10.23,13.861843443,0.612269911276,7.87767113609,5.18253526706,0.0741421354371,6.73453484429,5.92621254448
40,2280.0,456.0,684.0,456.0,684.0,9,16.74,12.4,1.86,63.4004698134,1.64742159238,50.2278396188,10.3004586612,0.147359923623,90.9555748343,35.8922869014
40,2280.0,228.0,456.0,228.0,1368.0,9,10.23,10.23,10.23,20.7850816602,0.842621086561,11.8629055257,6.90319481088,0.0987581518008,14.586781675,10.0793759294
40,2280.0,228.0,456.0,228.0,1368.0,9,22.32,6.2,2.48,96.7146088128,2.42250835395,75.1224757024,12.1083083049,0.173223294776,114.521298375,40.4325797205
50,2280.0,570.0,570.0,570.0,570.0,9,13.53,13.53,13.53,14.230825495,0.56414558199,8.68881598544,5.57556411835,0.0797648657846,8.64226192533,6.9646328666
50,2280.0,570.0,570.0,570.0,570.0,9,18.45,20.5,2.05,48.0110596758,1.11837576184,38.73024108,8.05806003085,0.115279828768,85.0364220374,27.5044052975
50,2280.0,228.0,912.0,228.0,912.0,9,13.53,13.53,13.53,14.4788853418,0.57105640134,8.80673632432,5.54054792801,0.0792639188556,9.39690014643,7.63597289544
50,2280.0,228.0,912.0,228.0,912.0,9,29.52,8.2,3.28,91.0619704686,2.11577563696,71.7515308841,13.7333424635,0.196471279878,106.412854852,44.9917586319
50,2280.0,456.0,684.0,456.0,684.0,9,13.53,13.53,13.53,14.5807031468,0.584682191728,8.83214464398,5.35126081551,0.0765559487197,8.54110499136,7.19948793279
50,2280.0,456.0,684.0,456.0,684.0,9,22.14,16.4,2.46,72.7154232329,1.42362888591,61.0580822752,10.0448579605,0.143703261238,124.315246432,37.6390492916
50,2280.0,228.0,456.0,228.0,1368.0,9,13.53,13.53,13.53,21.7589385101,0.809011161849,13.078485316,6.90568863959,0.0987938288926,15.7398054868,11.1325501148
50,2280.0,228.0,456.0,228.0,1368.0,9,29.52,8.2,3.28,84.4782478042,1.73169121688,68.1222616704,11.3978124379,0.16305883316,102.960603646,35.2935025289
60,2280.0,570.0,570.0,570.0,570.0,9,16.83,16.83,16.83,17.9031286004,0.623024502027,12.0587623635,5.54041656289,0.0792620395263,10.2157741566,7.95250809555
60,2280.0,570.0,570.0,570.0,570.0,9,22.95,25.5,2.55,63.4927333534,1.26920177643,53.0086263176,9.95929826727,0.142479231291,98.9758573422,35.7642991954
60,2280.0,228.0,912.0,228.0,912.0,9,16.83,16.83,16.83,18.1448984087,0.636783664981,11.8393027578,5.58868506508,0.0799525760383,10.5695586546,8.2499879609
60,2280.0,228.0,912.0,228.0,912.0,9,36.72,10.2,4.08,85.0656756045,1.67944401085,69.0006159068,12.5364033209,0.179347686994,118.103243262,43.3974027535
60,2280.0,456.0,684.0,456.0,684.0,9,16.83,16.83,16.83,18.9220726233,0.67859984117,12.8036989871,5.4991954764,0.078672324412,9.40535962311,8.19276192004
60,2280.0,456.0,684.0,456.0,684.0,9,27.54,20.4,3.06,46.9771951079,1.04482546728,38.0085757042,9.17829624947,0.13130609799,76.5268454644,30.9127883949
60,2280.0,228.0,456.0,228.0,1368.0,9,16.83,16.83,16.83,22.7834342246,0.77015624054,14.8631340924,6.33747292966,0.0906648487791,13.4782948564,10.5991588143
60,2280.0,228.0,456.0,228.0,1368.0,9,36.72,10.2,4.08,79.9873644114,1.64545299078,63.9260861382,11.6133681292,0.166142605568,93.3867394668,35.0315314015
70,2280.0,570.0,570.0,570.0,570.0,9,20.13,20.13,20.13,16.3272624167,0.503345791206,11.3797218371,5.98617713559,0.0856391578768,13.5377509026,9.45759389141
70,2280.0,570.0,570.0,570.0,570.0,9,27.45,30.5,3.05,36.2633156488,0.740988448016,29.795850949,7.3954746144,0.105800781322,81.7752521966,23.0886689488
70,2280.0,228.0,912.0,228.0,912.0,9,20.13,20.13,20.13,17.7550886337,0.564099865202,12.1263251534,6.58929333863,0.0942674297372,13.2519053401,10.7366113058
70,2280.0,228.0,912.0,228.0,912.0,9,43.92,12.2,4.88,67.1551943067,1.47776806527,52.8211346924,12.1724376151,0.174140738414,83.0820716705,39.1063735821
70,2280.0,456.0,684.0,456.0,684.0,9,20.13,20.13,20.13,16.9123772572,0.515437693857,11.7850224583,6.14427615629,0.0879009464418,12.8906707839,9.62666487145
70,2280.0,456.0,684.0,456.0,684.0,9,32.94,24.4,3.66,39.045636467,0.820656777863,31.718596307,7.96797546413,0.113991065295,68.4752452363,29.6321212562
70,2280.0,228.0,456.0,228.0,1368.0,9,20.13,20.13,20.13,34.0159006876,1.08561704404,22.3298388719,9.77889140349,0.13989830334,30.9645776571,19.6287363286
70,2280.0,228.0,456.0,228.0,1368.0,9,43.92,12.2,4.88,71.8550819566,1.3270914815,57.7565753095,11.4466556569,0.163757591658,85.9654005785,36.6877582994
80,2280.0,570.0,570.0,570.0,570.0,9,23.43,23.43,23.43,17.5636705957,0.505981582608,12.7163999924,6.43000384955,0.091988610151,15.4067712626,11.0885003446
80,2280.0,570.0,570.0,570.0,570.0,9,31.95,35.5,3.55,26.9518564643,0.628026782852,21.1764396109,7.0652815163,0.101076988788,47.0087546024,23.4682128199
80,2280.0,228.0,912.0,228.0,912.0,9,23.43,23.43,23.43,17.8531124559,0.502502076017,12.6562296876,6.56713895313,0.0939504857387,15.5809516206,11.5938085957
80,2280.0,228.0,912.0,228.0,912.0,9,51.12,14.2,5.68,81.8116408652,1.61499270668,66.2460810841,13.1121909378,0.187584991957,102.228781502,43.0846913853
80,2280.0,456.0,684.0,456.0,684.0,9,23.43,23.43,23.43,15.9034742617,0.449529954303,11.272497413,5.98391666909,0.0856068193003,14.5231873631,10.3966061715
80,2280.0,456.0,684.0,456.0,684.0,9,38.34,28.4,4.26,38.0253444008,0.771465203127,30.6805436218,8.42166260439,0.120481582323,65.6429930267,26.3163560128
80,2280.0,228.0,456.0,228.0,1368.0,9,23.43,23.43,23.43,24.3788810742,0.707590249097,16.4545030684,7.60507284827,0.10879932544,18.1986940016,14.0297323308
80,2280.0,228.0,456.0,228.0,1368.0,9,51.12,14.2,5.68,71.6524485263,1.49586296689,55.7840218031,12.8165371132,0.183355323508,83.7911871447,36.6091683901
90,2280.0,570.0,570.0,570.0,570.0,9,26.73,26.73,26.73,21.1296130506,0.550665728234,16.055406922,6.43347196533,0.0920382255413,17.126507289,11.8747474106
90,2280.0,570.0,570.0,570.0,570.0,9,36.45,40.5,4.05,23.4986711649,0.504152484289,19.0078176499,6.74368509333,0.0964761815928,41.6034985365,20.1254241088
90,2280.0,228.0,912.0,228.0,912.0,9,26.73,26.73,26.73,23.8079301939,0.610133535764,17.7700417993,6.78875624598,0.0971209763374,17.5656451372,12.7611879004
90,2280.0,228.0,912.0,228.0,912.0,9,58.32,16.2,6.48,52.1085915607,1.0155953133,42.5294242288,10.18764711,0.145746024464,82.353970829,36.6221043926
90,2280.0,456.0,684.0,456.0,684.0,9,26.73,26.73,26.73,21.827321956,0.557776629414,16.440007363,6.4942108367,0.0929071650457,15.9636381663,11.4851398891
90,2280.0,456.0,684.0,456.0,684.0,9,43.74,32.4,4.86,44.2540963552,0.882565480392,36.2837211338,9.36128375364,0.133923944973,71.4842623986,30.3802635891
90,2280.0,228.0,456.0,228.0,1368.0,9,26.73,26.73,26.73,71.9998690871,1.87812663085,50.5413015051,14.8199590109,0.212016580986,47.2679142533,35.1664320606
90,2280.0,228.0,456.0,228.0,1368.0,9,58.32,16.2,6.48,76.3883003225,1.37548247622,61.7718744829,11.9137189884,0.170439470506,99.6560906594,37.4291934921
100,2280.0,570.0,570.0,570.0,570.0,9,30.03,30.03,30.03,18.8008548535,0.461719770417,14.1514895065,6.9225751439,0.099035409784,18.723939587,12.9127273135
100,2280.0,570.0,570.0,570.0,570.0,9,40.95,45.5,4.55,25.2537708283,0.513324657711,20.4081452491,6.96294299277,0.0996129183515,45.200207472,22.9179209365
100,2280.0,228.0,912.0,228.0,912.0,9,30.03,30.03,30.03,19.8306780235,0.503588875748,14.6468518658,7.13321603932,0.102048870377,19.0198579594,13.3418323467
100,2280.0,228.0,912.0,228.0,912.0,9,65.52,18.2,7.28,63.3222113524,1.14486620011,51.8266758025,12.0474998102,0.17235335923,89.4549912053,39.3575464248
100,2280.0,456.0,684.0,456.0,684.0,9,30.03,30.03,30.03,19.0266082016,0.459788257511,14.3598326672,6.91488789404,0.0989254348217,19.0560950701,12.8075064797
100,2280.0,456.0,684.0,456.0,684.0,9,49.14,36.4,5.46,35.4373801032,0.637823050959,29.4554358355,8.0779250995,0.115564021452,61.5237183167,27.1310396652
100,2280.0,228.0,456.0,228.0,1368.0,9,30.03,30.03,30.03,68.5414603449,1.69080230518,49.2791820619,15.2850434732,0.218670149831,50.9740226289,35.1691778601
100,2280.0,228.0,456.0,228.0,1368.0,9,65.52,18.2,7.28,75.1090335125,1.46631220034,59.1732337208,12.3716925544,0.176991309791,86.1037946151,35.706238668
110,2280.0,570.0,570.0,570.0,570.0,9,33.33,33.33,33.33,17.6728121355,0.418712983299,13.4108745564,7.00601474399,0.100229109356,19.7822034696,12.9971617439
110,2280.0,570.0,570.0,570.0,570.0,9,45.45,50.5,5.05,25.3215285038,0.480422981914,20.7082706656,7.65378144644,0.109496158032,42.3752875287,22.8752493538
110,2280.0,228.0,912.0,228.0,912.0,9,33.33,33.33,33.33,20.75524017,0.480383774734,15.6754888791,7.29254157803,0.104328205694,20.9758239303,15.0104267957
110,2280.0,228.0,912.0,228.0,912.0,9,72.72,20.2,8.08,58.0222359285,0.990657725812,47.7878417561,10.9212395604,0.156240909305,86.8361379014,38.174451085
