cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),losttime(s),green_time(1),green_time(2),green_time(3),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
130,6840.0,2394.0,2394.0,2052.0,8,42.7,42.7,36.6,82.1761032721,1.86206215244,59.6154916996,31.0114886224,0.443655058976,68.2285051478,80.773571862
130,6840.0,5472.0,684.0,684.0,8,40.26,40.26,40.26,66.1129714181,1.27287084742,48.9870125198,26.7008794311,0.381986830201,60.3026576805,63.9322319436
130,6840.0,5472.0,684.0,684.0,8,97.6,12.2,12.2,44.2453749317,1.12836768141,26.5031575723,23.1789584379,0.33160169439,39.0691969496,51.2569619785
130,6840.0,1368.0,2736.0,2736.0,8,40.26,40.26,40.26,91.0445580265,1.85940758524,68.9819685326,34.3379791678,0.491244337165,73.5967205509,88.9985280995
130,6840.0,1368.0,2736.0,2736.0,8,24.4,48.8,48.8,79.5599454115,1.77722136435,57.8758522357,30.1171452779,0.430860447467,66.1356867214,82.2407413589
130,6840.0,2736.0,2736.0,1368.0,8,40.26,40.26,40.26,83.1769821456,1.74114484896,62.2698182685,32.8864719338,0.470478854561,66.0672729684,85.0296973937
130,6840.0,2736.0,2736.0,1368.0,8,48.8,48.8,24.4,73.4630870249,1.54881475107,54.94961318,30.928824207,0.442472449314,65.2593983252,79.5708568931
130,6840.0,2052.0,4104.0,684.0,8,40.26,40.26,40.26,45.6824927203,0.893680835457,34.501263016,25.3352174697,0.362449463086,33.3637427105,59.9361819655
130,6840.0,2052.0,4104.0,684.0,8,36.6,73.2,12.2,53.9832321083,1.00707413009,41.6631062307,28.3901721922,0.406154108616,59.7644648083,66.222082886
140,6840.0,684.0,2052.0,4104.0,8,43.56,43.56,43.56,108.918872776,2.11708757329,83.396543448,31.647486542,0.452753741659,95.866904222,81.7865603458
140,6840.0,684.0,2052.0,4104.0,8,13.2,39.6,79.2,82.4953730836,1.83092900072,57.3607453365,29.2040366264,0.41779737663,63.0064457153,84.408988594
140,6840.0,4104.0,2052.0,684.0,8,43.56,43.56,43.56,71.2997876179,1.29074226411,54.2466301423,31.660408547,0.452938605823,56.7612523421,75.1294266825
140,6840.0,4104.0,2052.0,684.0,8,79.2,39.6,13.2,58.5735969169,1.29018406648,40.7691821002,29.3417046825,0.419766876716,46.8944142635,70.9785944996
140,6840.0,3420.0,2736.0,684.0,8,43.56,43.56,43.56,70.2188285644,1.26826062374,53.3828748848,33.4134567761,0.478017979629,52.9214205598,81.910371753
140,6840.0,3420.0,2736.0,684.0,8,66.0,52.8,13.2,57.9607603332,1.15951233504,42.184644567,29.4999004091,0.422030048771,48.820473285,71.8507232481
140,6840.0,2394.0,2394.0,2052.0,8,43.56,43.56,43.56,73.7739341639,1.60724693457,53.3094991101,30.3488398902,0.434175105725,54.3527929865,81.2059853713
140,6840.0,2394.0,2394.0,2052.0,8,46.2,46.2,39.6,75.2382935774,1.58391005864,56.2480915167,31.0260421365,0.443863263755,66.5525539765,80.5215994
140,6840.0,5472.0,684.0,684.0,8,43.56,43.56,43.56,67.2913939081,1.21479022928,50.6645473559,27.0392253113,0.386827257673,61.0089490384,64.7913468334
140,6840.0,5472.0,684.0,684.0,8,105.6,13.2,13.2,48.4982819082,1.27415344122,29.6227911139,24.8007597325,0.354803429649,42.3438928796,57.4382868495
140,6840.0,1368.0,2736.0,2736.0,8,43.56,43.56,43.56,96.9711627858,1.97348808532,74.3034379229,32.5586765404,0.465789363955,85.6084970313,86.8115251076
140,6840.0,1368.0,2736.0,2736.0,8,26.4,52.8,52.8,79.7444279668,1.72882920512,59.5016306684,30.176816963,0.431714119642,72.3401825289,82.8070835065
140,6840.0,2736.0,2736.0,1368.0,8,43.56,43.56,43.56,85.0790932293,1.64830076136,64.8044958763,31.5576346701,0.451468307155,68.039103733,87.3732102883
140,6840.0,2736.0,2736.0,1368.0,8,52.8,52.8,26.4,72.0893994313,1.38881319587,55.5015990407,30.2856759801,0.433271473248,68.6712716043,77.6915206882
140,6840.0,2052.0,4104.0,684.0,8,43.56,43.56,43.56,39.5059576917,0.712668915743,30.5546460809,23.0836360213,0.330237997444,33.659494147,53.7592479629
140,6840.0,2052.0,4104.0,684.0,8,39.6,79.2,13.2,58.7587245998,1.11499137282,45.8938672896,29.236096035,0.418256023391,65.9807157453,71.1365582903
150,6840.0,684.0,2052.0,4104.0,8,46.86,46.86,46.86,103.827349025,1.91437661388,80.2388131309,30.8611801917,0.441504723772,94.5286327014,81.3991804871
150,6840.0,684.0,2052.0,4104.0,8,14.2,42.6,85.2,81.2312129757,1.79160056531,55.7606916402,29.0696695114,0.415875100306,62.0405801024,84.4732160484
150,6840.0,4104.0,2052.0,684.0,8,46.86,46.86,46.86,64.4915744246,1.17324691992,48.8860029107,31.129478065,0.445343033835,53.1695983496,74.5704260381
150,6840.0,4104.0,2052.0,684.0,8,85.2,42.6,14.2,54.5998960892,1.04096424987,39.7849579843,28.110550295,0.402153795351,49.6607349158,67.0836598414
150,6840.0,3420.0,2736.0,684.0,8,46.86,46.86,46.86,68.1841990414,1.20659167312,52.2106554869,33.2910816797,0.476267262943,52.5733319697,82.1611170896
150,6840.0,3420.0,2736.0,684.0,8,71.0,56.8,14.2,55.4594447654,1.05375152258,41.05200986,29.0153999847,0.415098712228,52.2811552452,70.1063642799
150,6840.0,2394.0,2394.0,2052.0,8,46.86,46.86,46.86,81.166150179,1.6657961841,61.0552056858,30.9409637966,0.442646120122,69.5205946222,82.4367384307
