cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
140,6840.0,1368.0,2052.0,1368.0,2052.0,8,43.56,43.56,43.56,116.87111699,2.47026713184,84.9491730516,36.984782708,0.529109909985,55.5149385602,99.3288565718
140,6840.0,1368.0,2052.0,1368.0,2052.0,8,71.28,52.8,7.92,165.459214378,2.46387484283,135.921034421,33.8016968336,0.483572200766,142.377814324,96.8732033485
140,6840.0,684.0,1368.0,684.0,4104.0,8,43.56,43.56,43.56,105.973838531,2.2645991348,78.6652412668,30.2776201913,0.433156225913,76.7501226278,76.9507800382
140,6840.0,684.0,1368.0,684.0,4104.0,8,95.04,26.4,10.56,177.453777255,3.01152607415,143.79993066,33.2250515354,0.475322625685,111.670204604,83.9804069816
150,6840.0,1710.0,1710.0,1710.0,1710.0,8,46.86,46.86,46.86,119.934046728,2.45101223046,89.3721734556,37.497299018,0.536442046037,64.7554457615,100.078329905
150,6840.0,1710.0,1710.0,1710.0,1710.0,8,63.9,71.0,7.1,144.029382389,2.04505778721,118.690621899,32.2950584713,0.462018003881,150.975870496,93.5506790786
150,6840.0,684.0,2736.0,684.0,2736.0,8,46.86,46.86,46.86,106.757819809,2.37662919366,78.0154845507,30.1701728786,0.431619068364,75.69598982,78.1846861622
150,6840.0,684.0,2736.0,684.0,2736.0,8,102.24,28.4,11.36,163.839683807,2.82426668037,130.990803377,32.8912773441,0.470547601489,104.433012805,85.117929564
150,6840.0,1368.0,2052.0,1368.0,2052.0,8,46.86,46.86,46.86,118.73122207,2.4530792695,86.4217597887,37.0375038945,0.529864147275,57.1343802987,100.930574862
150,6840.0,1368.0,2052.0,1368.0,2052.0,8,76.68,56.8,8.52,155.242364075,2.26011727611,127.896736394,33.5776125191,0.480366416583,140.961886883,94.0842758065
150,6840.0,684.0,1368.0,684.0,4104.0,8,46.86,46.86,46.86,106.459281425,2.43221832311,77.7107638416,30.9565378836,0.442868925373,77.5083621,77.55573903
150,6840.0,684.0,1368.0,684.0,4104.0,8,102.24,28.4,11.36,167.800468067,2.93553339527,133.099009957,31.5858946735,0.451872599048,108.021375116,84.2366138407
160,6840.0,1710.0,1710.0,1710.0,1710.0,8,50.16,50.16,50.16,129.526785705,2.38605979461,98.899976357,37.4699089037,0.536050198909,70.0767551295,100.737127032
