cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
100,1980.0,198.0,198.0,198.0,1386.0,8,16.7272727273,16.7272727273,16.7272727273,117.090909091,82.4427726757,1.03145706146,73.1422339225,14.5314529456,0.207889169465,56.4750026868,25.6318256142
100,1980.0,396.0,396.0,990.0,198.0,8,41.8181818182,41.8181818182,41.8181818182,41.8181818182,65.9752304268,1.18699404398,54.9659521265,11.5812224151,0.165682724108,55.729135527,32.0391955003
100,1980.0,396.0,396.0,990.0,198.0,8,33.4545454545,33.4545454545,83.6363636364,16.7272727273,70.1106498869,1.16506378856,59.2028251366,12.3780279691,0.177081945194,58.8081507631,33.9186997095
105,1980.0,495.0,495.0,495.0,495.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,62.156053979,1.13046839919,51.5858846034,13.7177951963,0.196248858315,45.8482933102,36.2232169029
105,1980.0,495.0,495.0,495.0,495.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,56.9973149967,1.01600020325,47.5825012058,12.9625245907,0.1854438425,45.9455194927,35.5101462854
105,1980.0,198.0,792.0,198.0,792.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,59.0447152014,0.8959010501,50.9225753269,11.2020386763,0.160258064038,58.6537332835,32.4478284182
105,1980.0,198.0,792.0,198.0,792.0,8,17.6363636364,70.5454545455,17.6363636364,70.5454545455,53.7798970607,1.00110367216,44.5696249228,11.9712244376,0.171262152184,46.6095716454,30.6289626808
105,1980.0,396.0,594.0,396.0,594.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,56.850027283,0.93545756962,47.7056179618,12.2263314864,0.174911752309,45.2280185945,33.9996589531
105,1980.0,396.0,594.0,396.0,594.0,8,35.2727272727,52.9090909091,35.2727272727,52.9090909091,62.9089876671,1.06304327055,53.127119226,13.7631024705,0.196897031052,49.0297644674,36.8281656895
105,1980.0,198.0,198.0,792.0,792.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,71.5148920111,1.23483662392,59.5651013216,10.7148831595,0.153288743341,63.368473951,35.9687510467
105,1980.0,198.0,198.0,792.0,792.0,8,17.6363636364,17.6363636364,70.5454545455,70.5454545455,120.335397191,1.54970578938,106.626210803,21.0526195445,0.301181967732,68.862339418,38.9580240245
105,1980.0,198.0,198.0,198.0,1386.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,56.3957506653,0.867013002003,48.4722727315,8.51392903635,0.12180155989,55.5598980357,23.9325361605
105,1980.0,198.0,198.0,198.0,1386.0,8,17.6363636364,17.6363636364,17.6363636364,123.454545455,78.9060504825,1.11488910435,69.009002806,15.0920465403,0.215909106443,57.9131923133,26.1130300509
105,1980.0,396.0,396.0,990.0,198.0,8,44.0909090909,44.0909090909,44.0909090909,44.0909090909,64.332801706,1.10747001409,53.5916471312,11.397043617,0.163047834292,54.4444601128,33.0752469164
105,1980.0,396.0,396.0,990.0,198.0,8,35.2727272727,35.2727272727,88.1818181818,17.6363636364,67.8922799366,1.09342916015,57.2717052367,13.5082619102,0.193251243351,59.5421328509,37.0696808002
110,1980.0,495.0,495.0,495.0,495.0,8,46.3636363636,46.3636363636,46.3636363636,46.3636363636,62.2874733751,1.07294915651,52.3253698203,13.4444397865,0.192338194371,47.8355192693,36.5985959422
110,1980.0,495.0,495.0,495.0,495.0,8,46.3636363636,46.3636363636,46.3636363636,46.3636363636,53.8975258205,0.911587217283,45.6506121074,12.4450829774,0.178041244312,51.7126711457,34.8029866248
