cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
80,2280.0,684.0,912.0,228.0,456.0,8,21.6,28.8,7.2,14.4,21.5029352078,0.624857405798,15.4015587503,7.81553140751,0.111810177504,15.9322067448,13.1485724589
80,2280.0,1596.0,228.0,228.0,228.0,8,18.0,18.0,18.0,18.0,29.3243642932,0.928914888945,19.9681524982,10.0501954814,0.143779620621,18.4386095846,14.8289139772
80,2280.0,1596.0,228.0,228.0,228.0,8,50.4,7.2,7.2,7.2,149.730726791,3.35803922594,117.929927323,26.8843003993,0.384610878387,95.4206259032,42.5618903393
80,2280.0,1140.0,456.0,228.0,456.0,8,18.0,18.0,18.0,18.0,21.700836437,0.654313881272,14.7791953803,7.44582900764,0.106521158908,15.3207510029,10.734973542
80,2280.0,1140.0,456.0,228.0,456.0,8,36.0,14.4,7.2,14.4,42.8378097105,1.14230412881,31.6905652107,12.6655838475,0.181195763197,35.3977525306,22.5867486347
80,2280.0,456.0,228.0,456.0,1140.0,8,18.0,18.0,18.0,18.0,21.2779604585,0.649904972065,14.5818690234,7.39238937112,0.105756643364,13.6155206527,10.615493564
80,2280.0,456.0,228.0,456.0,1140.0,8,14.4,7.2,14.4,36.0,18.5450507305,0.538301864317,12.4177466068,6.46448609877,0.0924819184373,14.5127936878,8.85049821911
80,2280.0,456.0,456.0,1140.0,228.0,8,18.0,18.0,18.0,18.0,23.9358829533,0.740893154365,16.4004772954,8.29182929558,0.118624167319,16.455969662,12.6065172072
80,2280.0,456.0,456.0,1140.0,228.0,8,14.4,14.4,36.0,7.2,22.4417465086,0.674270020056,15.2997382129,7.18015576336,0.102720397187,14.4666781211,10.4293521046
80,2280.0,456.0,456.0,456.0,912.0,8,18.0,18.0,18.0,18.0,21.2781575113,0.649904972065,14.5820747847,7.39239699994,0.105756752503,13.615407169,10.6155626821
80,2280.0,456.0,456.0,456.0,912.0,8,14.4,14.4,14.4,28.8,19.6632428345,0.590563448671,13.2610943534,6.51991213901,0.0932748517742,13.714519618,9.34769446068
90,2280.0,228.0,1824.0,114.0,114.0,8,20.5,20.5,20.5,20.5,54.6275000314,1.57098372979,39.5776555637,14.8737726192,0.212786446626,34.2359652424,21.866041764
90,2280.0,228.0,1824.0,114.0,114.0,8,8.2,65.6,4.1,4.1,195.774537992,3.69890543439,163.528054373,25.9100165652,0.370672626112,138.321690972,45.1174448489
90,2280.0,570.0,570.0,570.0,570.0,8,20.5,20.5,20.5,20.5,21.9710898766,0.607204860049,15.6697852118,7.35930319114,0.105283307456,14.8402111567,11.3564178696
90,2280.0,570.0,570.0,570.0,570.0,8,20.5,20.5,20.5,20.5,23.0574517424,0.650837594756,16.5717879314,7.50527806835,0.107371646185,14.8156020283,11.9477482486
90,2280.0,912.0,912.0,228.0,228.0,8,20.5,20.5,20.5,20.5,22.6967083567,0.619242037154,16.2421650617,7.25203689877,0.10374873961,15.0565242149,11.6207777195
90,2280.0,912.0,912.0,228.0,228.0,8,32.8,32.8,8.2,8.2,31.0300530006,0.802767572776,23.4674291888,11.2020192716,0.160257786431,24.7477515968,20.3859539584
90,2280.0,684.0,684.0,456.0,456.0,8,20.5,20.5,20.5,20.5,22.292486279,0.612586057968,15.9333282113,7.23290975531,0.103475103796,14.7819426524,11.2972355974
90,2280.0,684.0,684.0,456.0,456.0,8,24.6,24.6,16.4,16.4,24.5089332015,0.665442645486,17.9205863278,8.41762044482,0.120423754575,15.7839584401,13.4003112708
90,2280.0,1368.0,456.0,228.0,228.0,8,20.5,20.5,20.5,20.5,27.51724923,0.796363786464,19.557363147,8.8773622603,0.127000890705,18.0802348823,14.3915141826
90,2280.0,1368.0,456.0,228.0,228.0,8,49.2,16.4,8.2,8.2,76.8826764051,1.8432889601,59.5392011577,20.8099582509,0.297710418468,66.4434448766,35.7082397826
90,2280.0,456.0,456.0,684.0,684.0,8,20.5,20.5,20.5,20.5,22.3869568937,0.61127562472,15.9868999259,7.30509283947,0.104507765944,14.7654672066,11.250406914
90,2280.0,456.0,456.0,684.0,684.0,8,16.4,16.4,24.6,24.6,21.7372930292,0.597571280473,15.5026900057,7.04106800661,0.100730586647,15.7541688117,10.6814928585
90,2280.0,684.0,912.0,228.0,456.0,8,20.5,20.5,20.5,20.5,25.9573990352,0.72663229338,18.9058868229,8.02279832757,0.114775369493,17.0559579738,12.5056330201
90,2280.0,684.0,912.0,228.0,456.0,8,24.6,32.8,8.2,16.4,26.3266604071,0.690768613473,19.6810214812,9.2054486314,0.131694544083,18.1434258367,14.6956780152
90,2280.0,1596.0,228.0,228.0,228.0,8,20.5,20.5,20.5,20.5,32.1492751135,0.933267422201,22.6305206055,10.4544524375,0.149562981938,22.990847651,15.6154486585
90,2280.0,1596.0,228.0,228.0,228.0,8,57.4,8.2,8.2,8.2,126.881359842,2.98006614708,98.8829004779,25.5188407968,0.365076406249,92.7114670017,40.7243088865
90,2280.0,1140.0,456.0,228.0,456.0,8,20.5,20.5,20.5,20.5,22.8592119415,0.60537094861,16.5840674094,7.27759626675,0.104114395805,16.0975084837,11.5176254174
90,2280.0,1140.0,456.0,228.0,456.0,8,41.0,16.4,8.2,16.4,43.6712249777,1.17220850615,32.8142314856,12.6087795333,0.180383112064,36.4660768601,22.6540617147
90,2280.0,456.0,228.0,456.0,1140.0,8,20.5,20.5,20.5,20.5,25.8814469859,0.719494307026,18.8741891761,7.95430269384,0.11379546057,17.1464243406,12.4290863254
90,2280.0,456.0,228.0,456.0,1140.0,8,16.4,8.2,16.4,41.0,20.8838979772,0.552131621524,14.6994641028,6.98969562701,0.0999956455938,17.1815901105,10.4111779789
90,2280.0,456.0,456.0,1140.0,228.0,8,20.5,20.5,20.5,20.5,27.1808549501,0.815159265756,19.2154672743,8.82717248986,0.126282868238,17.8912893969,14.5092881932
90,2280.0,456.0,456.0,1140.0,228.0,8,16.4,16.4,41.0,8.2,22.3911529578,0.635541016131,15.436973272,7.0593655341,0.10099235385,15.7766618363,11.0036369735
90,2280.0,456.0,456.0,456.0,912.0,8,20.5,20.5,20.5,20.5,25.881538509,0.719494307026,18.8742768186,7.95431144185,0.11379558572,17.1464215509,12.4291540114
90,2280.0,456.0,456.0,456.0,912.0,8,16.4,16.4,16.4,32.8,21.1075252162,0.58345437545,14.9349901067,6.93078578451,0.0991528724537,15.7202384155,10.6229255686
100,2280.0,228.0,1824.0,114.0,114.0,8,23.0,23.0,23.0,23.0,30.2123341423,0.792672290218,21.7111535693,8.67082133334,0.124046084883,19.956164425,13.359514824
100,2280.0,228.0,1824.0,114.0,114.0,8,9.2,73.6,4.6,4.6,200.660976133,3.46967113217,169.731467001,25.1227506187,0.359409880096,151.714028996,46.2839539992
100,2280.0,570.0,570.0,570.0,570.0,8,23.0,23.0,23.0,23.0,23.9809337009,0.62620124607,17.5818251713,7.58144343072,0.108461279409,16.4391712503,12.9524389942
100,2280.0,570.0,570.0,570.0,570.0,8,23.0,23.0,23.0,23.0,25.1337093692,0.650401285774,18.5662653203,7.75728361962,0.110976875817,16.8478335047,13.8531943833
100,2280.0,912.0,912.0,228.0,228.0,8,23.0,23.0,23.0,23.0,24.0278731391,0.620186369054,17.718486023,7.55663272167,0.108106333643,16.9603529986,13.0294639534
100,2280.0,912.0,912.0,228.0,228.0,8,36.8,36.8,9.2,9.2,30.1714429809,0.73907350057,23.0898564756,11.265467745,0.161165489914,27.0778384463,21.6935157129
100,2280.0,684.0,684.0,456.0,456.0,8,23.0,23.0,23.0,23.0,23.9621077732,0.622390206028,17.6493464057,7.52731927835,0.107686971078,16.8416835269,13.082197367
