cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
40,11400.0,1140.0,7980.0,1140.0,1140.0,8,8.0,8.0,8.0,8.0,82.8126151434,2.92868480291,49.1238337726,53.8853419621,0.770891873563,52.7571027221,76.6804086751
40,11400.0,1140.0,7980.0,1140.0,1140.0,8,3.2,22.4,3.2,3.2,108.606889333,3.49210006396,62.352832679,77.0549398225,1.10235965411,74.1131743677,125.339364795
40,11400.0,2850.0,2850.0,2850.0,2850.0,8,8.0,8.0,8.0,8.0,120.173854962,4.43609019059,65.0894420075,88.134403426,1.26086414057,46.6958551187,139.660554511
40,11400.0,2850.0,2850.0,2850.0,2850.0,8,8.0,8.0,8.0,8.0,120.880182298,4.36708303057,66.928075976,89.3035875942,1.27759066658,49.2374310607,138.580034859
40,11400.0,4560.0,4560.0,1140.0,1140.0,8,8.0,8.0,8.0,8.0,143.545317968,5.09928243293,82.4757264884,92.6692923847,1.32574094971,61.5046961601,143.789580588
40,11400.0,4560.0,4560.0,1140.0,1140.0,8,12.8,12.8,3.2,3.2,118.210462578,4.24545015511,65.0324271378,86.684956534,1.24012813353,51.8661597429,138.479905087
40,11400.0,3420.0,3420.0,2280.0,2280.0,8,8.0,8.0,8.0,8.0,121.01542767,4.69766893981,63.9973908211,89.7652743252,1.28419562697,44.2352569372,141.472388058
40,11400.0,3420.0,3420.0,2280.0,2280.0,8,9.6,9.6,6.4,6.4,123.149931515,4.49497764726,67.8714439637,89.9350113577,1.2866239107,47.5423338275,139.959942062
40,11400.0,6840.0,2280.0,1140.0,1140.0,8,8.0,8.0,8.0,8.0,87.1124446404,3.0748110348,50.4963437599,62.820175333,0.898714954692,48.8067894997,89.6020054117
40,11400.0,6840.0,2280.0,1140.0,1140.0,8,19.2,6.4,3.2,3.2,107.82574146,3.75377601401,58.1548445347,83.947745413,1.20096917615,56.6719845016,131.146336948
40,11400.0,2280.0,2280.0,3420.0,3420.0,8,8.0,8.0,8.0,8.0,142.937161144,4.84160484069,86.0684993446,85.4083585835,1.22186492966,81.3874862868,139.709801047
40,11400.0,2280.0,2280.0,3420.0,3420.0,8,6.4,6.4,9.6,9.6,122.950501957,4.31948460301,69.7705019359,83.5491933883,1.19526743045,59.6135195952,137.613292797
