cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
140,5700.0,1425.0,1425.0,1425.0,1425.0,8,33.0,33.0,33.0,33.0,71.4140574853,0.943262027394,59.748700717,14.0311711481,0.200732062204,41.3217845812,57.4514533765
140,5700.0,570.0,2280.0,570.0,2280.0,8,33.0,33.0,33.0,33.0,51.9362442351,0.736755332086,43.5045111992,10.9391153462,0.156496643008,41.3531129117,39.7720424198
140,5700.0,570.0,2280.0,570.0,2280.0,8,13.2,52.8,13.2,52.8,70.2701999761,0.929921024424,58.363458817,13.1969859296,0.188798081969,61.3833174268,56.3573390778
140,5700.0,1710.0,1710.0,1140.0,1140.0,8,33.0,33.0,33.0,33.0,72.4422011287,0.939703343895,60.4988110502,13.862255462,0.198315528784,39.86859098,57.0140665201
140,5700.0,1710.0,1710.0,1140.0,1140.0,8,39.6,39.6,26.4,26.4,64.0449883289,0.874794566711,53.2275250945,13.8797743136,0.198566156131,40.9350882295,56.1653632082
140,5700.0,570.0,570.0,1140.0,3420.0,8,33.0,33.0,33.0,33.0,49.9342875527,0.746902007331,41.6375194155,11.2907566521,0.161527276854,39.5451374636,40.6175654061
140,5700.0,570.0,570.0,1140.0,3420.0,8,13.2,13.2,26.4,79.2,55.6247385924,0.761087847615,46.4190231301,11.8274946072,0.169205931433,58.0515329699,48.0399658696
150,5700.0,1425.0,1425.0,1425.0,1425.0,8,35.5,35.5,35.5,35.5,67.0580711583,0.835806094654,56.702458039,13.8104074682,0.197573783522,43.4870949345,56.115508329
150,5700.0,1425.0,1425.0,1425.0,1425.0,8,35.5,35.5,35.5,35.5,72.7892566198,0.926326498096,61.2834989994,13.8911874416,0.198729434071,46.5017157209,58.1124964255
150,5700.0,570.0,2280.0,570.0,2280.0,8,35.5,35.5,35.5,35.5,52.611774784,0.716306510614,44.1719713092,10.7663712311,0.154025339501,44.7794076315,40.5497030671
150,5700.0,570.0,2280.0,570.0,2280.0,8,14.2,56.8,14.2,56.8,66.5429456815,0.893856065466,55.2185864144,13.2840699461,0.190043919115,59.971004657,56.8152878973
150,5700.0,1710.0,1710.0,1140.0,1140.0,8,35.5,35.5,35.5,35.5,64.3411108441,0.860081592877,53.8430421627,13.9109543472,0.19901222242,45.1280582327,56.4415431344
150,5700.0,1710.0,1710.0,1140.0,1140.0,8,42.6,42.6,28.4,28.4,67.4902552267,0.868248449428,56.8233568582,13.9458548824,0.199511514769,41.2500446198,55.7614922146
150,5700.0,570.0,570.0,1140.0,3420.0,8,35.5,35.5,35.5,35.5,48.3855791511,0.658228289909,40.8414036208,10.979540761,0.157074975121,42.4383519079,41.4487488454
150,5700.0,570.0,570.0,1140.0,3420.0,8,14.2,14.2,28.4,85.2,55.5802791659,0.679733982276,46.4789129523,11.8323395869,0.169275244448,61.256327572,48.626226795
160,5700.0,1425.0,1425.0,1425.0,1425.0,8,38.0,38.0,38.0,38.0,72.6814973776,0.865883767027,61.3399942539,13.7088541458,0.196120946292,45.3044734097,57.3141129789
160,5700.0,1425.0,1425.0,1425.0,1425.0,8,38.0,38.0,38.0,38.0,68.6621614723,0.842712033998,57.5095298253,13.7351233249,0.196496757151,44.1578653828,57.1173450634
160,5700.0,570.0,2280.0,570.0,2280.0,8,38.0,38.0,38.0,38.0,56.5022180779,0.746952441938,48.1610458839,10.7626205544,0.153971681751,44.2990934184,40.4070010641
160,5700.0,570.0,2280.0,570.0,2280.0,8,15.2,60.8,15.2,60.8,68.9844405332,0.812741377397,58.2288990905,13.1459274623,0.188067631792,64.679305462,56.5484389749
160,5700.0,1710.0,1710.0,1140.0,1140.0,8,38.0,38.0,38.0,38.0,65.7374752153,0.792443207586,55.7329836372,13.6190802481,0.194836627298,43.7355885198,56.1870770462
160,5700.0,1710.0,1710.0,1140.0,1140.0,8,45.6,45.6,30.4,30.4,68.5476160203,0.854589156875,57.804963079,13.6096075557,0.194701109523,49.5076127252,56.3957449011
160,5700.0,570.0,570.0,1140.0,3420.0,8,38.0,38.0,38.0,38.0,55.7661780975,0.702433332563,47.8014474315,10.6825914066,0.152826772627,43.4996328859,41.3883161636
160,5700.0,570.0,570.0,1140.0,3420.0,8,15.2,15.2,30.4,91.2,56.0591025001,0.698708767423,46.6232069684,11.8128874427,0.168996959123,60.662720062,49.1213213963
170,5700.0,1425.0,1425.0,1425.0,1425.0,8,40.5,40.5,40.5,40.5,67.3168488997,0.783253172092,57.540967915,13.4933842366,0.193038401095,52.7569304839,56.8537218851
170,5700.0,1425.0,1425.0,1425.0,1425.0,8,40.5,40.5,40.5,40.5,65.0598398059,0.716918087907,55.1311814657,12.9888885402,0.185821009159,52.3158759179,56.9790337588
170,5700.0,570.0,2280.0,570.0,2280.0,8,40.5,40.5,40.5,40.5,48.3781995866,0.585439653504,41.4335799418,10.4789138067,0.149912929996,48.4527759349,40.4637430328
170,5700.0,570.0,2280.0,570.0,2280.0,8,16.2,64.8,16.2,64.8,64.5104005837,0.716400861044,54.1111317885,12.8824112048,0.184297728252,64.9294963412,56.3113465664
170,5700.0,1710.0,1710.0,1140.0,1140.0,8,40.5,40.5,40.5,40.5,65.5639047061,0.742134615877,55.8788241509,13.7096914104,0.196132924326,51.2356165874,56.6293695593
170,5700.0,1710.0,1710.0,1140.0,1140.0,8,48.6,48.6,32.4,32.4,66.4401089032,0.760534345667,57.0293518324,12.9834787283,0.185743615569,51.4585039355,55.1504933061
170,5700.0,570.0,570.0,1140.0,3420.0,8,40.5,40.5,40.5,40.5,50.2424272069,0.608320524327,42.9677022681,10.9245206114,0.156287848519,49.1105140787,41.2864792484
170,5700.0,570.0,570.0,1140.0,3420.0,8,16.2,16.2,32.4,97.2,57.2496654779,0.645438437302,48.5397585247,11.4394070342,0.163653891762,63.8270795489,49.5488221802
