cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen
50,1260.0,315.0,315.0,315.0,315.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,31.7761757973,0.62929240674,25.8205487887,5.8151087909,0.083191828196,30.6604619098,12.4572419985
50,1260.0,126.0,504.0,126.0,504.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,29.9166357927,0.607483193526,24.4563359883,5.8520185618,0.0837198649757,29.4198692878,13.1630184807
50,1260.0,126.0,504.0,126.0,504.0,4,13.1428571429,52.5714285714,13.1428571429,52.5714285714,22.8069406717,0.504203755743,18.152316843,4.71482313389,0.0674509747337,25.6876366864,9.65267026147
50,1260.0,252.0,378.0,252.0,378.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,30.0555328025,0.620835944163,24.3737295326,5.50460064268,0.0787496515405,29.3689104013,12.8630695626
50,1260.0,252.0,378.0,252.0,378.0,4,26.2857142857,39.4285714286,26.2857142857,39.4285714286,25.809728515,0.549633742977,20.8293222094,5.08431560146,0.0727369900066,27.7418029556,11.9449811907
50,1260.0,126.0,126.0,504.0,504.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,33.1756204255,0.734924487277,26.3785083536,5.82274072686,0.0833010118292,28.013097958,12.7147950166
50,1260.0,126.0,126.0,504.0,504.0,4,13.1428571429,13.1428571429,52.5714285714,52.5714285714,108.313457364,1.61833020229,93.9814721456,15.164507073,0.216945737811,85.0674865502,32.595599202
50,1260.0,126.0,126.0,126.0,882.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,55.5557499626,1.03529156029,45.6865924103,6.74828670294,0.0965420129176,48.6214077937,16.9868517882
50,1260.0,126.0,126.0,126.0,882.0,4,13.1428571429,13.1428571429,13.1428571429,92.0,61.1238618156,0.92380952381,52.4864347008,8.96789977869,0.128296134173,61.5444623775,18.4762479624
50,1260.0,252.0,252.0,630.0,126.0,4,32.8571428571,32.8571428571,32.8571428571,32.8571428571,36.6605010737,0.831838223247,29.1912630325,6.92346544035,0.0990481464999,30.1506141284,14.3306910126
50,1260.0,252.0,252.0,630.0,126.0,4,26.2857142857,26.2857142857,65.7142857143,13.1428571429,52.8447519248,1.03738533292,43.4438458613,8.60177105094,0.123058241072,44.1820686688,19.8661664756
55,1260.0,315.0,315.0,315.0,315.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,32.8979100923,0.643547879324,27.049241428,5.81198211457,0.0831470974902,35.3258810171,13.4356967864
55,1260.0,315.0,315.0,315.0,315.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,30.3536257128,0.624379609241,24.6458347438,5.71427874221,0.081749338229,31.9630136833,12.6550905388
55,1260.0,126.0,504.0,126.0,504.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,37.3879448542,0.749200981186,31.0594442891,7.85476524412,0.11237146272,37.5787275363,17.4916009038
55,1260.0,126.0,504.0,126.0,504.0,4,14.5714285714,58.2857142857,14.5714285714,58.2857142857,24.625881024,0.495179445758,20.1125182594,5.7496749754,0.0822557221087,29.596002126,12.1336193257
55,1260.0,252.0,378.0,252.0,378.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,37.0157058302,0.715135132605,30.6591882778,6.58217346583,0.0941655717573,35.8303034965,15.3235722816
55,1260.0,252.0,378.0,252.0,378.0,4,29.1428571429,43.7142857143,29.1428571429,43.7142857143,36.3353452962,0.693699077253,30.5802655638,6.7919907599,0.0971672497839,35.3904529883,15.7223146449
55,1260.0,126.0,126.0,504.0,504.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,40.9895302482,0.909412346912,33.0933516491,7.35530177036,0.105226062523,31.9225581145,16.2643723793
55,1260.0,126.0,126.0,504.0,504.0,4,14.5714285714,14.5714285714,58.2857142857,58.2857142857,98.8766600582,1.58689584225,85.420613826,14.6981420727,0.210273849395,74.7248197977,33.1282076698
55,1260.0,126.0,126.0,126.0,882.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,50.36996576,0.920104520105,41.5028618157,6.68623075615,0.0956542311323,48.6139003293,17.4361852854
55,1260.0,126.0,126.0,126.0,882.0,4,14.5714285714,14.5714285714,14.5714285714,102.0,60.9135820465,0.877964812965,52.8780015025,9.71521863545,0.138987391065,62.2715604327,19.2357431216
55,1260.0,252.0,252.0,630.0,126.0,4,36.4285714286,36.4285714286,36.4285714286,36.4285714286,57.570788154,1.14146802565,46.1470977831,8.43403780195,0.120658623776,51.091123949,22.2818953493
55,1260.0,252.0,252.0,630.0,126.0,4,29.1428571429,29.1428571429,72.8571428571,14.5714285714,73.2420717361,1.31200790602,61.2544004554,9.80587913945,0.140284393984,69.852800302,24.4366115728
60,1260.0,315.0,315.0,315.0,315.0,4,40.0,40.0,40.0,40.0,31.5178542863,0.609638138054,26.0370903113,6.28289931204,0.0898841103297,31.9914423053,14.720475237
60,1260.0,315.0,315.0,315.0,315.0,4,40.0,40.0,40.0,40.0,35.1157543829,0.716052900327,28.7682958257,6.89499372183,0.0986408257772,33.4563237872,16.0675175136
60,1260.0,126.0,504.0,126.0,504.0,4,40.0,40.0,40.0,40.0,35.8700311974,0.659129862201,30.0269809539,7.37688075054,0.105534774686,36.3652833457,15.7200906569
60,1260.0,126.0,504.0,126.0,504.0,4,16.0,64.0,16.0,64.0,29.6318051521,0.538655565908,24.8726446415,5.63910408146,0.0806738781325,34.7464253521,13.8745217512
60,1260.0,252.0,378.0,252.0,378.0,4,40.0,40.0,40.0,40.0,35.2898314275,0.679538279624,29.3322572736,6.47922437223,0.0926927664124,37.8636210586,15.0755775019
60,1260.0,252.0,378.0,252.0,378.0,4,32.0,48.0,32.0,48.0,32.9261815384,0.644217751203,27.0465812451,6.65733455787,0.0952408377377,34.3696789087,14.806542308
60,1260.0,126.0,126.0,504.0,504.0,4,40.0,40.0,40.0,40.0,44.3479100349,0.912545279156,35.9757703801,7.15140287135,0.102309053954,34.8184125678,17.408161401
60,1260.0,126.0,126.0,504.0,504.0,4,16.0,16.0,64.0,64.0,115.09074503,1.5307688119,101.570283963,16.6033190399,0.237529599998,87.7471791049,34.5871179332
60,1260.0,126.0,126.0,126.0,882.0,4,40.0,40.0,40.0,40.0,40.7275791484,0.686783238407,33.790713333,5.80351537654,0.083025971052,43.1466446959,16.8374422762
60,1260.0,126.0,126.0,126.0,882.0,4,16.0,16.0,16.0,112.0,58.8908144103,0.773586744639,51.9026012808,9.75717769524,0.139587663737,58.0470807065,19.9503524953
60,1260.0,252.0,252.0,630.0,126.0,4,40.0,40.0,40.0,40.0,54.2780043145,0.912990434223,45.8420949986,8.75473462888,0.125246561214,53.6877603568,22.9489356516
60,1260.0,252.0,252.0,630.0,126.0,4,32.0,32.0,80.0,16.0,59.4683758755,1.06029191397,49.9137270886,10.0676777086,0.144029724014,51.9487836314,23.2971088015
65,1260.0,315.0,315.0,315.0,315.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,41.1559567485,0.737572068684,34.4320083737,8.08574527811,0.115675898113,40.6139164787,19.0360773101
65,1260.0,315.0,315.0,315.0,315.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,41.2602633073,0.773130511559,34.49465782,7.81708779907,0.111832443477,38.8290720133,18.0236053013
65,1260.0,126.0,504.0,126.0,504.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,41.7291619661,0.699511232279,35.6690437717,8.38082664492,0.119897376894,44.0574950895,19.4393982782
65,1260.0,126.0,504.0,126.0,504.0,4,17.4285714286,69.7142857143,17.4285714286,69.7142857143,31.8055655373,0.532528083028,27.1214187641,6.1304170799,0.0877026763934,40.8081187204,14.5598021789
65,1260.0,252.0,378.0,252.0,378.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,31.9730214447,0.582311803881,26.8446156201,6.84099140053,0.0978682603796,34.6283607347,16.8664211653
65,1260.0,252.0,378.0,252.0,378.0,4,34.8571428571,52.2857142857,34.8571428571,52.2857142857,37.1741373889,0.630552839911,31.5374304339,7.23318565885,0.103479050913,37.8669720379,17.4051525537
65,1260.0,126.0,126.0,504.0,504.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,41.8926034092,0.792169288073,34.5059399327,6.82707235499,0.0976691324034,40.1186013436,18.4200631198
65,1260.0,126.0,126.0,504.0,504.0,4,17.4285714286,17.4285714286,69.7142857143,69.7142857143,111.739812806,1.49191972557,98.5905790972,15.6568760877,0.223989643601,88.1721390436,33.8937941418
65,1260.0,126.0,126.0,126.0,882.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,51.9276228558,0.849198884058,43.7495610118,6.6562460543,0.0952252654407,49.3822280375,18.8158800314
65,1260.0,126.0,126.0,126.0,882.0,4,17.4285714286,17.4285714286,17.4285714286,122.0,72.0115654837,0.851174279236,64.0854285593,10.4071470386,0.148886223728,73.9437413456,20.447794024
65,1260.0,252.0,252.0,630.0,126.0,4,43.5714285714,43.5714285714,43.5714285714,43.5714285714,45.5837260379,0.870785503077,36.8532741882,8.28071375803,0.118465146753,42.2181788254,18.9496853093
65,1260.0,252.0,252.0,630.0,126.0,4,34.8571428571,34.8571428571,87.1428571429,17.4285714286,70.9247695868,1.21161546787,59.3000409847,10.5372656782,0.150747720719,62.425855708,25.0586603113
70,1260.0,315.0,315.0,315.0,315.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,49.5130655195,0.861385162195,42.0849503249,7.88568988647,0.112813875343,53.1332785867,19.8061954616
70,1260.0,315.0,315.0,315.0,315.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,44.0091449919,0.715942706462,37.7582468517,7.808985832,0.111716535508,47.9392229818,19.1778044143
70,1260.0,126.0,504.0,126.0,504.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,42.5143487113,0.681432926317,36.0781661002,8.07602750881,0.115536874232,45.1447760942,19.0108108239
70,1260.0,126.0,504.0,126.0,504.0,4,18.8571428571,75.4285714286,18.8571428571,75.4285714286,32.2532432167,0.524678414178,27.2718197997,6.38061970773,0.0912821131292,40.8283299954,16.1268400537
70,1260.0,252.0,378.0,252.0,378.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,37.6973691927,0.616052651124,32.1603057271,7.32732575735,0.104825833438,39.9134446063,17.8838901992
70,1260.0,252.0,378.0,252.0,378.0,4,37.7142857143,56.5714285714,37.7142857143,56.5714285714,31.7429704784,0.500691565379,27.0856673637,6.5995991457,0.094414866176,38.2778002958,16.6042702888
70,1260.0,126.0,126.0,504.0,504.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,50.4804049563,0.889187611982,41.8483333328,8.15051299661,0.116602474916,44.7172687828,20.5731428794
70,1260.0,126.0,126.0,504.0,504.0,4,18.8571428571,18.8571428571,75.4285714286,75.4285714286,113.403005562,1.45142184205,100.755325053,17.6483950567,0.252480615975,81.5000203329,35.3944200022
70,1260.0,126.0,126.0,126.0,882.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,49.8242586666,0.768429917422,42.355853786,6.5549600626,0.0937762526839,55.4763168512,18.6523393421
70,1260.0,126.0,126.0,126.0,882.0,4,18.8571428571,18.8571428571,18.8571428571,132.0,61.6574459284,0.716728414479,54.7750606479,10.3482630533,0.148043820505,65.9603885684,20.9310491951
70,1260.0,252.0,252.0,630.0,126.0,4,47.1428571429,47.1428571429,47.1428571429,47.1428571429,64.4703806784,1.08558908539,54.2793834341,10.1742429624,0.145554262695,61.9338222727,25.3272573889
70,1260.0,252.0,252.0,630.0,126.0,4,37.7142857143,37.7142857143,94.2857142857,18.8571428571,75.4054721044,1.16274902574,64.7075810222,11.0695028133,0.158361985884,78.8064182523,25.965862148
75,1260.0,315.0,315.0,315.0,315.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,36.4786845096,0.601994981012,31.0741008218,7.51143489049,0.107459726617,41.2578470512,18.1486703262
75,1260.0,315.0,315.0,315.0,315.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,34.584322537,0.574664722962,29.4361331449,7.37816524541,0.105553150864,41.5293891497,17.7241667938
75,1260.0,126.0,504.0,126.0,504.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,50.143109241,0.749691358025,43.5096161373,9.50161609779,0.13593156077,45.1961107429,21.0892979118
75,1260.0,126.0,504.0,126.0,504.0,4,20.2857142857,81.1428571429,20.2857142857,81.1428571429,35.9576921503,0.502614069618,31.0681304327,6.83831600373,0.0978299857473,44.9067543349,18.0681113675
75,1260.0,252.0,378.0,252.0,378.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,39.8488104023,0.617130183413,34.1651578692,7.99222856164,0.114338033786,42.1526922689,20.2098411075
75,1260.0,252.0,378.0,252.0,378.0,4,40.5714285714,60.8571428571,40.5714285714,60.8571428571,39.0076570778,0.657574694655,33.2642948243,7.89375903911,0.112929313864,42.2459479382,19.8968194267
75,1260.0,126.0,126.0,504.0,504.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,58.7151950676,0.898680823681,50.2946453746,8.84763113428,0.126575552708,51.5420974453,23.7211731824
75,1260.0,126.0,126.0,504.0,504.0,4,20.2857142857,20.2857142857,81.1428571429,81.1428571429,116.95935455,1.37491982655,104.51841086,17.8791309381,0.255781558485,81.149942059,35.1522433301
75,1260.0,126.0,126.0,126.0,882.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,64.8556532608,0.920324900794,55.8713984005,7.72874019154,0.110568529207,59.3664262146,20.193013242
75,1260.0,126.0,126.0,126.0,882.0,4,20.2857142857,20.2857142857,20.2857142857,142.0,75.2019911374,0.808138029019,68.2151466492,11.3181280825,0.161918856687,78.3293941469,20.8482647906
75,1260.0,252.0,252.0,630.0,126.0,4,50.7142857143,50.7142857143,50.7142857143,50.7142857143,51.2961646544,0.802490696241,43.7529635452,9.14073863855,0.130768793112,58.0931375415,24.3371716169
75,1260.0,252.0,252.0,630.0,126.0,4,40.5714285714,40.5714285714,101.428571429,20.2857142857,69.693410962,0.948390303653,59.8545550572,12.4982007784,0.178801155628,59.9963796574,27.3012557478
80,1260.0,315.0,315.0,315.0,315.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,44.8683889212,0.663947259483,38.8992683123,8.16871790609,0.116862917112,52.050186311,21.8023661986
80,1260.0,315.0,315.0,315.0,315.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,35.8989980124,0.581564115494,30.8421211137,7.56955714178,0.108291232357,43.7649199972,19.6629464326
80,1260.0,126.0,504.0,126.0,504.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,39.4885153705,0.551204593657,34.5610347287,8.12647095797,0.116258525865,45.2279252512,21.051033968
80,1260.0,126.0,504.0,126.0,504.0,4,21.7142857143,86.8571428571,21.7142857143,86.8571428571,33.9064680545,0.514225220605,29.2829958282,6.82767009893,0.0976776838188,43.4316939857,17.6884363847
80,1260.0,252.0,378.0,252.0,378.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,50.5509368237,0.758637031799,44.0963765984,8.83572178723,0.126405175783,51.7126207081,24.4257718965
80,1260.0,252.0,378.0,252.0,378.0,4,43.4285714286,65.1428571429,43.4285714286,65.1428571429,43.9548407724,0.652542627675,38.2365727083,8.34337883847,0.119361642897,51.5416462934,21.2831335783
80,1260.0,126.0,126.0,504.0,504.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,49.2688258382,0.728847826451,42.2648482438,8.20846699394,0.11743157359,46.8276958378,21.3135404039
80,1260.0,126.0,126.0,504.0,504.0,4,21.7142857143,21.7142857143,86.8571428571,86.8571428571,103.561194071,1.21950480075,92.1298343227,16.5342151907,0.236540989853,81.1814008643,35.0859772492
80,1260.0,126.0,126.0,126.0,882.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,59.960011126,0.839909136003,52.2838076737,7.14601457226,0.10223196813,63.5648050386,19.4135171902
80,1260.0,126.0,126.0,126.0,882.0,4,21.7142857143,21.7142857143,21.7142857143,152.0,86.5812067406,0.988417396557,77.8198677679,13.1363338033,0.187930383452,76.4266285345,22.5470267761
80,1260.0,252.0,252.0,630.0,126.0,4,54.2857142857,54.2857142857,54.2857142857,54.2857142857,64.3052449955,1.00482177137,54.8797393071,10.6838434911,0.152844685138,65.5739288466,27.1002435236
80,1260.0,252.0,252.0,630.0,126.0,4,43.4285714286,43.4285714286,108.571428571,21.7142857143,78.5252033562,1.14507509584,68.1281287677,11.9989478121,0.171658766982,76.4325836499,28.2343743174
85,1260.0,315.0,315.0,315.0,315.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,54.7085034077,0.801974164098,47.518400556,9.17823732527,0.131305255011,56.1618766268,25.5256583683
85,1260.0,315.0,315.0,315.0,315.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,45.2796934751,0.67423944899,39.1816840543,8.35722948484,0.119559792344,51.0371383926,23.0315384755
85,1260.0,126.0,504.0,126.0,504.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,51.4359061617,0.648259910241,45.7387840872,9.56039322401,0.136772435251,58.058474849,24.0073384653
85,1260.0,126.0,504.0,126.0,504.0,4,23.1428571429,92.5714285714,23.1428571429,92.5714285714,44.3206610327,0.541408726255,39.5879854682,8.65025350192,0.123751838368,56.5640637089,22.4048447228
85,1260.0,252.0,378.0,252.0,378.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,48.8688146129,0.667896585176,42.5074287481,8.84535953869,0.126543054917,58.8199817464,24.5390609954
85,1260.0,252.0,378.0,252.0,378.0,4,46.2857142857,69.4285714286,46.2857142857,69.4285714286,44.4148894849,0.639775148215,38.5785988967,8.92167039234,0.127634769561,54.0242900545,21.6127904475
85,1260.0,126.0,126.0,504.0,504.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,62.655471628,0.816362863553,55.0043943463,9.54585286792,0.136564418711,65.7806646965,26.5310824374
85,1260.0,126.0,126.0,504.0,504.0,4,23.1428571429,23.1428571429,92.5714285714,92.5714285714,114.693902549,1.29644940387,102.778821571,17.4491222363,0.249629788788,77.5868640931,36.5966926762
85,1260.0,126.0,126.0,126.0,882.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,64.2876018747,0.809473418997,56.6265176827,7.68957652693,0.110008247882,73.1334278332,20.1587379545
85,1260.0,126.0,126.0,126.0,882.0,4,23.1428571429,23.1428571429,23.1428571429,162.0,90.425155757,0.919664066093,82.0165973057,12.5848828429,0.180041242388,87.2229812576,23.9734119488
85,1260.0,252.0,252.0,630.0,126.0,4,57.8571428571,57.8571428571,57.8571428571,57.8571428571,69.5830088259,1.01166417383,59.6782390187,9.47378979107,0.135533473406,79.2454862782,27.0085979768
85,1260.0,252.0,252.0,630.0,126.0,4,46.2857142857,46.2857142857,115.714285714,23.1428571429,76.8624456272,0.952763054591,67.5356206169,12.4335777723,0.177876649103,73.495629716,29.6795517534
90,1260.0,315.0,315.0,315.0,315.0,4,61.4285714286,61.4285714286,61.4285714286,61.4285714286,50.1434469745,0.676999255741,43.9168798377,9.03965836867,0.129322723443,57.7367263179,24.6900824637
90,1260.0,315.0,315.0,315.0,315.0,4,61.4285714286,61.4285714286,61.4285714286,61.4285714286,46.1074092944,0.572891129338,40.8232983173,9.06958808309,0.129750902476,56.5138062839,23.7629606011
90,1260.0,126.0,504.0,126.0,504.0,4,61.4285714286,61.4285714286,61.4285714286,61.4285714286,49.6449547492,0.668842033063,43.4274754093,8.72931591815,0.124882917284,57.2697630163,23.2305076402
90,1260.0,126.0,504.0,126.0,504.0,4,24.5714285714,98.2857142857,24.5714285714,98.2857142857,37.4018719818,0.498923430371,33.1019969264,7.24909570038,0.10370666238,50.9834535868,20.291368374
90,1260.0,252.0,378.0,252.0,378.0,4,61.4285714286,61.4285714286,61.4285714286,61.4285714286,47.0197429202,0.653981599019,40.9905292153,9.00319833285,0.128801120642,51.6745957538,23.7515145663
90,1260.0,252.0,378.0,252.0,378.0,4,49.1428571429,73.7142857143,49.1428571429,73.7142857143,44.3308882442,0.581859616776,38.7309190643,8.3689604605,0.119727617461,55.2674386751,22.3403305016
